BN,vent BN,rel time,abs time,TVi,e-time,i-time,TVe,TVe/TVi ratio,PEEP-prev,minP,PEEP,dbl,mt,bs,dtpi,dtpa,fa,co,su,vd,aNOS,wNOS,vc,pc,prvc,ps,cpap_sbt,other_mode
101,46942,327.46,56:24.8,395,2.18,0.8,429,1.09,4.59,5.27,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,46943,330.44,56:27.8,388,2.18,0.8,415,1.07,4.28,5.19,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,46944,333.42,56:30.8,416,2,0.84,402,0.97,4.63,5.33,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,46945,336.26,56:33.6,469,1.92,0.88,427,0.91,4.83,4.9,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,46946,339.06,56:36.4,372,2.12,0.8,418,1.12,4.54,5.25,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,46947,341.98,56:39.4,401,1.92,0.82,392,0.98,4.47,5.3,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,46948,344.72,56:42.1,388,2.12,0.8,419,1.08,4.22,5.08,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,46949,347.64,56:45.0,445,2.24,0.86,445,1,4.5,4.98,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,46950,350.74,56:48.1,420,2.12,0.84,420,1,4.49,5.24,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,46951,353.7,56:51.1,412,2.08,0.84,416,1.01,4.36,5.21,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,46952,356.62,56:54.0,406,2.18,0.8,429,1.06,4.32,5.23,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,46953,359.6,56:57.0,393,2.12,0.78,410,1.04,4.6,5.3,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,46954,362.5,56:59.9,406,1.9,0.82,384,0.95,4.53,5.18,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,46955,365.22,57:02.6,400,1.94,0.82,397,0.99,4.67,5.12,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,46956,367.98,57:05.4,393,2.12,0.8,417,1.06,4.57,5.18,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,46957,370.9,57:08.3,411,1.74,0.86,371,0.9,4.43,5.35,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,46958,373.5,57:10.9,407,2,0.8,423,1.04,4.8,4.98,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,46959,376.3,57:13.7,460,2.04,0.84,457,0.99,4.7,4.88,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,46960,379.18,57:16.6,438,2.1,0.82,453,1.03,4.97,4.86,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,46961,382.1,57:19.5,365,2.1,0.76,416,1.14,4.21,5.22,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,46962,384.96,57:22.3,398,2.04,0.82,408,1.03,4.49,5.28,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,46963,387.82,57:25.2,415,1.9,0.82,393,0.95,4.75,5.06,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,46964,390.54,57:27.9,358,2.1,0.76,403,1.13,4.47,5.23,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,46965,393.4,57:30.8,424,2.24,0.86,432,1.02,4.72,5.15,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,46966,396.5,57:33.9,381,1.76,0.8,360,0.94,4.39,5.28,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,46967,399.06,57:36.4,462,2.44,0.9,493,1.07,4.8,5.29,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,46968,402.4,57:39.8,460,1.78,0.86,400,0.87,4.78,4.93,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,46969,405.04,57:42.4,249,1.84,0.5,328,1.32,4.23,5.41,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,46970,407.38,57:44.8,806,3.2,1.16,743,0.92,4.81,4.65,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,46971,411.74,57:49.1,530,2.62,0.94,552,1.04,4.44,5.07,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,46972,415.3,57:52.7,725,2.44,1.12,638,0.88,4.63,5.24,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,46973,418.86,57:56.2,497,2.36,0.86,546,1.1,4.75,4.86,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,46974,422.08,57:59.5,495,2.26,0.88,509,1.03,4.51,4.93,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,46975,425.22,58:02.6,464,2.26,0.82,489,1.05,4.7,4.94,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,46976,428.3,58:05.7,451,2.56,0.84,504,1.12,4.47,5.24,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,46977,431.7,58:09.1,399,2.28,0.86,428,1.07,4.09,5.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,46978,434.84,58:12.2,408,2.54,0.84,450,1.1,4.21,5.25,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,46979,438.22,58:15.6,440,2.32,0.94,421,0.96,4.78,5.19,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,46980,441.48,58:18.9,422,2.38,0.84,440,1.04,4.35,5.26,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,46981,444.7,58:22.1,411,1.86,0.9,371,0.9,4.57,5.18,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,46982,447.46,58:24.8,370,1.98,0.86,382,1.03,4.58,5.22,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,46983,450.3,58:27.7,495,2.98,1.06,538,1.09,4.62,5.59,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,46984,454.34,58:31.7,623,1.96,1,485,0.78,4.54,5.22,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,46985,457.3,58:34.7,674,2.54,1.04,660,0.98,4.74,4.87,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,46986,460.88,58:38.3,482,2.22,0.84,516,1.07,4.27,4.94,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,46987,463.94,58:41.3,367,2.68,0.76,493,1.34,4.5,5.21,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,46988,467.38,58:44.8,578,2.52,1,538,0.93,4.93,4.88,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,46989,470.9,58:48.3,401,2.38,0.84,444,1.11,4.52,5.32,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,46990,474.12,58:51.5,399,2.36,0.82,428,1.07,4.24,5.27,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,46991,477.3,58:54.7,490,2.42,0.9,482,0.98,4.71,5.21,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,46992,480.62,58:58.0,454,2.26,0.86,453,1,4.75,5.09,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,46993,483.74,59:01.1,408,2.28,0.82,430,1.05,4.7,5.1,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,46994,486.84,59:04.2,413,2.08,0.88,401,0.97,4.43,5.4,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,46995,489.8,59:07.2,441,2.06,0.86,419,0.95,4.59,5.18,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,46996,492.72,59:10.1,425,2.12,0.82,441,1.04,4.54,5.1,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,46997,495.66,59:13.0,463,1.7,0.9,392,0.85,4.64,4.99,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,46998,498.26,59:15.6,405,2.18,0.82,463,1.14,4.24,5.17,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,46999,501.26,59:18.6,448,2.22,0.84,471,1.05,4.29,5.1,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,47000,504.32,59:21.7,395,2.2,0.8,432,1.09,4.55,5.19,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,47001,507.32,59:24.7,380,2.46,0.8,433,1.14,4.43,5.24,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,47002,510.58,59:28.0,404,2.38,0.88,423,1.05,3.82,5.42,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,47003,513.84,59:31.2,406,2.12,0.82,392,0.97,4.46,5.19,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,47004,516.78,59:34.2,437,2.24,0.86,428,0.98,4.36,5.15,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,47005,519.88,59:37.3,373,2.46,0.8,433,1.16,4.23,5.28,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,47006,523.14,59:40.5,509,2.22,0.94,452,0.89,4.84,4.99,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,47007,526.3,59:43.7,398,2.1,0.86,408,1.03,3.96,5.36,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,47008,529.26,59:46.6,403,1.96,0.8,392,0.97,4.39,5.16,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,47009,532.02,59:49.4,394,2.12,0.8,418,1.06,4.34,5.26,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,47010,534.94,59:52.3,460,2.2,0.88,461,1,4.63,5.14,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,47011,538.02,59:55.4,475,1.98,0.88,446,0.94,4.73,5.13,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,47012,540.88,59:58.3,372,2.14,0.8,423,1.14,4.46,5.26,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,47013,543.82,00:01.2,383,1.86,0.82,376,0.98,4.45,5.31,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,47014,546.5,00:03.9,392,1.98,0.78,395,1.01,4.65,5.22,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,47015,549.26,00:06.6,384,2.32,0.78,425,1.11,4.28,5.15,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,47016,552.36,00:09.7,408,2.22,0.88,417,1.02,4.22,5.37,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,47017,555.46,00:12.8,405,2.3,0.86,428,1.06,4.03,5.36,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,47018,558.62,00:16.0,386,2.1,0.78,394,1.02,4.42,5.05,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,47019,561.5,00:18.9,444,2.24,0.84,437,0.98,4.87,5.04,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,47020,564.58,00:22.0,400,2.1,0.8,405,1.01,4.26,5.17,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
