BN,vent BN,rel time,abs time,TVi,e-time,TVe,TVe/TVi ratio,PEEP-prev,minP,PEEP,dbl,mt,bs,dtpi,dtpa,fa,co,su,vd,aNOS,wNOS,vc,pc,prvc,ps,cpap_sbt,other_mode
19,37883,51.48,41:43.4,416,2.02,423,1.02,5.66,8.77,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,37884,54.3,41:46.2,394,1.64,358,0.91,5.78,8.7,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,37885,56.76,41:48.7,362,1.64,338,0.93,5.66,8.76,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,37886,59.22,41:51.1,256,1.96,275,1.07,5.67,8.66,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,37887,61.74,41:53.6,143,0.88,286,2,4.63,10.48,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,37888,63.06,41:55.0,460,1.86,386,0.84,4.46,10.62,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,37889,66.1,41:58.0,466,2.22,442,0.95,4.72,9.07,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,37890,69.22,42:01.1,486,1.88,481,0.99,5.44,8.54,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,37891,72.06,42:04.0,467,1.92,476,1.02,5.65,8.41,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,37892,74.92,42:06.8,429,1.86,426,0.99,5.57,8.62,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,37893,77.6,42:09.5,459,1.92,441,0.96,5.6,8.46,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,37894,80.44,42:12.3,470,2.04,472,1,5.61,8.54,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,37895,83.42,42:15.3,478,2.24,484,1.01,5.71,8.64,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,37896,86.62,42:18.5,465,2.08,447,0.96,5.55,8.47,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,37897,89.62,42:21.5,471,1.86,468,0.99,5.63,8.34,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,37898,92.42,42:24.3,454,2.1,471,1.04,5.71,8.32,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,37899,95.4,42:27.3,489,2,483,0.99,5.66,8.39,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,37900,98.36,42:30.3,442,1.8,444,1,5.62,8.61,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,37901,101.04,42:32.9,460,2.1,478,1.04,5.75,8.53,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,37902,104.02,42:35.9,449,1.86,440,0.98,5.74,8.51,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,37903,106.74,42:38.6,449,1.6,438,0.98,5.73,8.55,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,37904,109.28,42:41.2,400,2.04,419,1.05,5.61,8.65,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,37905,112.18,42:44.1,467,2.1,474,1.01,5.71,8.54,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,37906,115.24,42:47.1,493,1.88,491,1,5.63,8.65,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,37907,118.12,42:50.0,401,1.52,397,0.99,5.61,8.33,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,37908,120.42,42:52.3,462,1.98,477,1.03,5.66,8.47,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,37909,123.32,42:55.2,470,2.28,470,1,5.64,8.47,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,37910,126.56,42:58.5,459,2.04,462,1.01,5.75,8.38,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,37911,129.5,43:01.4,464,2.18,472,1.02,5.64,8.54,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,37912,132.64,43:04.5,465,1.86,444,0.95,5.6,8.46,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,37913,135.46,43:07.4,451,1.88,449,1,5.49,8.64,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,37914,138.24,43:10.1,464,1.82,458,0.99,5.58,8.45,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,37915,140.92,43:12.8,454,1.88,459,1.01,5.66,8.36,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,37916,143.72,43:15.6,454,1.98,454,1,5.49,8.39,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,37917,146.58,43:18.5,464,1.94,464,1,5.57,8.46,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,37918,149.44,43:21.3,449,2.12,444,0.99,5.64,8.49,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,37919,152.52,43:24.4,452,1.86,441,0.98,5.67,8.46,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,37920,155.28,43:27.2,463,2.1,473,1.02,5.63,8.45,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,37921,158.34,43:30.2,485,2.12,479,0.99,5.47,8.58,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,37922,161.44,43:33.3,456,2.48,476,1.04,5.64,8.48,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,37923,164.84,43:36.7,466,2.56,462,0.99,5.68,8.29,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,37924,168.42,43:40.3,489,2.08,476,0.97,5.77,8.56,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,37925,171.56,43:43.5,444,2.18,460,1.04,5.57,8.55,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,37926,174.66,43:46.6,462,2.34,485,1.05,5.69,8.59,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,37927,177.96,43:49.9,442,1.98,432,0.98,5.55,8.65,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,37928,180.86,43:52.8,428,2.14,461,1.08,5.78,8.55,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,37929,183.9,43:55.8,452,2.2,451,1,5.47,8.69,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,37930,187,43:58.9,485,2.16,485,1,5.69,8.59,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,37931,190.2,44:02.1,464,1.86,447,0.96,5.68,8.7,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,37932,193.04,44:04.9,465,2.38,474,1.02,5.67,8.42,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,37933,196.38,44:08.3,503,2.48,501,1,5.5,8.64,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,37934,199.86,44:11.8,489,2.02,460,0.94,5.63,8.62,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,37935,202.84,44:14.7,465,2.14,487,1.05,5.47,8.71,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,37936,205.9,44:17.8,503,1.82,477,0.95,5.59,8.63,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,37937,208.72,44:20.6,451,1.78,459,1.02,5.4,8.69,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,37938,211.36,44:23.3,475,2.06,476,1,5.59,8.57,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,37939,214.36,44:26.3,486,2.44,505,1.04,5.58,8.59,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,37940,217.72,44:29.6,522,1.98,494,0.95,5.63,8.65,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,37941,220.78,44:32.7,422,2.08,440,1.04,5.64,8.48,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,37942,223.74,44:35.6,461,1.86,448,0.97,5.57,8.49,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,37943,226.52,44:38.4,461,1.88,463,1,5.52,8.59,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,37944,229.32,44:41.2,470,2.3,505,1.07,5.67,8.63,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,37945,232.58,44:44.5,491,2.28,491,1,5.65,8.62,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,37946,235.86,44:47.8,487,1.92,476,0.98,5.56,8.57,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,37947,238.8,44:50.7,452,2.08,455,1.01,5.46,8.75,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,37948,241.84,44:53.7,472,2.46,479,1.01,5.52,8.52,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,37949,245.26,44:57.2,458,2.38,461,1.01,5.78,8.59,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,37950,248.58,45:00.5,484,2.56,468,0.97,5.59,8.57,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,37951,252.14,45:04.0,478,2.54,484,1.01,5.69,8.56,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,37952,255.7,45:07.6,451,2.22,437,0.97,5.71,8.72,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,37953,258.86,45:10.8,473,1.86,445,0.94,5.67,8.42,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,37954,261.7,45:13.6,433,2,442,1.02,5.59,8.61,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,37955,264.6,45:16.5,442,2.22,446,1.01,5.55,8.64,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,37956,267.72,45:19.6,476,2.58,475,1,5.69,8.56,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,37957,271.28,45:23.2,470,1.58,501,1.07,5.65,8.65,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,37958,273.82,45:25.7,205,1.12,279,1.36,5.54,8.47,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,37959,275.32,45:27.2,330,1.08,239,0.72,5.6,8.66,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,37960,277.12,45:29.0,514,2,475,0.92,5.6,8.55,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,37961,280.14,45:32.0,468,1.92,460,0.98,5.65,8.37,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,37962,282.96,45:34.9,449,2.12,461,1.03,5.66,8.68,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,37963,285.96,45:37.9,473,2.18,492,1.04,5.59,8.41,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,37964,289.08,45:41.0,491,2.38,500,1.02,5.67,8.37,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,37965,292.48,45:44.4,471,2.22,480,1.02,5.65,8.49,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,37966,295.68,45:47.6,443,1.98,442,1,5.72,7.64,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,37967,298.6,45:50.5,431,1.8,455,1.06,5.65,7.9,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,37968,301.32,45:53.2,377,1.72,368,0.98,5.42,8.64,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,37969,303.74,45:55.6,473,1.74,462,0.98,5.61,8.41,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,37970,306.44,45:58.3,456,1.88,456,1,5.52,8.52,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,37971,309.24,46:01.1,421,1.78,425,1.01,5.64,8.53,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,37972,311.84,46:03.7,455,1.76,447,0.98,5.58,8.39,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,37973,314.52,46:06.4,457,2.02,474,1.04,5.66,8.5,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,37974,317.46,46:09.4,463,2.22,448,0.97,5.58,8.37,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,37975,320.64,46:12.5,453,2.48,465,1.03,5.68,8.58,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,37976,324.08,46:16.0,449,1.9,443,0.99,5.68,8.66,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,37977,326.9,46:18.8,462,2.18,462,1,5.58,8.39,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,37978,330.06,46:22.0,457,1.98,438,0.96,5.52,8.55,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,37979,332.98,46:24.9,461,1.84,458,0.99,5.51,8.46,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,37980,335.74,46:27.6,462,1.88,453,0.98,5.57,8.59,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,37981,338.54,46:30.4,443,2.4,465,1.05,5.53,8.65,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,37982,341.84,46:33.7,488,2.48,464,0.95,5.69,8.36,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,37983,345.32,46:37.2,459,2.46,459,1,5.69,8.41,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,37984,348.76,46:40.7,451,2.18,447,0.99,5.81,8.55,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,37985,351.84,46:43.7,446,2.04,437,0.98,5.69,8.56,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,37986,354.8,46:46.7,453,2,452,1,5.67,8.66,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,37987,357.72,46:49.6,476,1.8,465,0.98,5.66,8.58,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,37988,360.5,46:52.4,450,2.1,469,1.04,5.48,8.68,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,37989,363.54,46:55.4,488,2.28,493,1.01,5.64,8.62,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,37990,366.82,46:58.7,478,2.36,492,1.03,5.67,8.61,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,37991,370.2,47:02.1,470,2.18,467,0.99,5.64,8.55,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,37992,373.38,47:05.3,437,2.42,443,1.01,5.58,8.45,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,37993,376.7,47:08.6,465,2.2,467,1,5.61,8.64,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,37994,379.86,47:11.8,469,2.5,473,1.01,5.61,8.4,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,37995,383.34,47:15.2,504,2.04,472,0.94,5.66,8.57,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,37996,386.42,47:18.3,473,2.08,485,1.03,5.59,8.55,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,37997,389.46,47:21.4,478,1.98,470,0.98,5.62,8.63,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,37998,392.44,47:24.3,481,2.48,486,1.01,5.43,8.64,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,37999,395.94,47:27.8,433,2.2,446,1.03,5.59,8.57,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,38000,399.02,47:30.9,477,2.06,465,0.97,5.69,8.51,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,38001,402.04,47:33.9,465,2.48,472,1.02,5.59,8.53,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,38002,405.48,47:37.4,490,2.64,481,0.98,5.7,8.59,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,38003,409.12,47:41.0,500,2.76,493,0.99,5.63,8.44,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,38004,412.96,47:44.9,510,2.54,502,0.98,5.7,8.35,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,38005,416.58,47:48.5,457,2.82,464,1.02,5.69,8.53,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,38006,420.36,47:52.3,485,2.7,492,1.01,5.69,8.4,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,38007,424.08,47:56.0,435,1.92,443,1.02,5.7,8.46,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,38008,426.96,47:58.9,412,2.04,415,1.01,5.63,8.5,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,38009,429.86,48:01.8,448,1.5,418,0.93,5.72,8.6,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,38010,432.32,48:04.2,444,1.8,463,1.04,5.52,8.48,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,38011,435,48:06.9,490,1.76,474,0.97,5.56,8.54,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,38012,437.7,48:09.6,450,2.38,503,1.12,5.64,8.42,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,38013,440.98,48:12.9,505,2.5,511,1.01,5.64,8.39,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,38014,444.5,48:16.4,492,2.18,481,0.98,5.59,8.5,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,38015,447.66,48:19.6,482,2.46,475,0.99,5.74,8.47,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,38016,451.1,48:23.0,479,2.16,478,1,5.66,8.54,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,38017,454.3,48:26.2,465,2.14,459,0.99,5.67,8.37,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,38018,457.4,48:29.3,467,1.98,451,0.97,5.65,8.52,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,38019,460.32,48:32.2,465,1.84,454,0.98,5.69,7.74,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,38020,463.12,48:35.0,482,2.38,485,1.01,5.47,8.44,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,38021,466.48,48:38.4,495,2.64,501,1.01,5.59,8.58,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,38022,470.18,48:42.1,502,2.24,488,0.97,5.71,8.43,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,38023,473.5,48:45.4,452,2.42,459,1.02,5.6,8.45,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,38024,476.86,48:48.8,473,1.72,441,0.93,5.64,8.59,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,38025,479.52,48:51.4,468,2.08,479,1.02,5.67,8.62,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,38026,482.56,48:54.5,468,2.04,481,1.03,5.67,8.47,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,38027,485.52,48:57.4,459,2.42,477,1.04,5.72,7.87,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,38028,488.9,49:00.8,464,2.46,477,1.03,5.75,8.45,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,38029,492.34,49:04.2,381,2.18,393,1.03,5.66,8.59,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,38030,495.28,49:07.2,452,2.16,437,0.97,5.61,8.44,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,38031,498.36,49:10.3,413,2.2,428,1.04,5.77,8.46,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,38032,501.38,49:13.3,466,2.08,449,0.96,5.65,8.32,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,38033,504.44,49:16.3,483,2.38,481,1,5.64,8.41,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,38034,507.82,49:19.7,469,2.4,469,1,5.73,8.59,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,38035,511.16,49:23.1,479,2.34,485,1.01,5.7,8.55,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,38036,514.46,49:26.4,462,2.3,454,0.98,5.47,8.58,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,38037,517.68,49:29.6,474,2.02,451,0.95,5.75,8.49,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,38038,520.72,49:32.6,424,1.84,422,1,5.61,8.47,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,38039,523.46,49:35.4,449,2.2,454,1.01,5.62,8.55,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,38040,526.6,49:38.5,466,2.08,463,0.99,5.59,8.79,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,38041,529.62,49:41.5,473,2.4,472,1,5.65,8.32,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,38042,532.98,49:44.9,491,2.48,481,0.98,5.68,8.44,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,38043,536.48,49:48.4,472,2.28,471,1,5.71,8.5,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,38044,539.72,49:51.6,486,2.02,480,0.99,5.59,8.47,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,38045,542.72,49:54.6,457,2.42,474,1.04,5.58,8.39,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,38046,546.08,49:58.0,440,2.36,451,1.02,5.71,8.36,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,38047,549.32,50:01.2,461,2.36,473,1.03,5.66,7.71,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,38048,552.66,50:04.6,457,2.16,473,1.04,5.76,8.5,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,38049,555.74,50:07.6,403,2.16,399,0.99,5.63,8.63,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,38050,558.68,50:10.6,438,1.82,425,0.97,5.55,8.57,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187,38051,561.36,50:13.3,444,2.14,454,1.02,5.76,8.48,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188,38052,564.38,50:16.3,444,2.32,455,1.02,5.59,8.52,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,38053,567.6,50:19.5,497,2.46,482,0.97,5.62,8.48,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
